Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
Boh Itek Jruek,media/naganraya/bohitekjruek.png,Source: Kikomunal (2022),https://kikomunal-indonesia.dgip.go.id/jenis/2/pengetahuan-tradisional/29122/telur-asin-nagan-raya,"Boh Itek Jruek adalah telur bebek asin khas Nagan Raya. Makanan kategori lauk-pauk ini biasa dihidangkan pada pesta perkawinan dan kenduri adat lainnya. Panganan praktis ini sekarang sudah banyak dijual di pasaran yang dipadukan dengan nasi panas dan berbagai masakan lainnya. Telur asin merupakan telur bebek yang sudah melewati proses pengawetan dengan cara diasinkan atau diberi garam berlebih. Proses ini memberikan efek tahan lama dengan rata-rata penyimpanan 2-3 minggu. Proses ini juga membuat bau amis pada telur bebek berkurang dan rasanya jauh lebih enak. <br><br>Adapun bahan utama yang perlu disiapkan adalah, telur bebek mentah yang sudah dipilih, abu jerami padi dan garam. <br>Serta alat yang perlu disiapkan adalah, baskom, sarung tangan, wadah penyimpanan dan kain lap. <br><br>Adapun cara membuat boh itek jruek adalah sebagai berikut: <br>1. Cuci telur bebek mentah yang sudah dipilih menggunakan sabun cuci piring sampai bersih dengan air yang mengalir. <br>2. Keringkan telur yang sudah dicuci sampai benar-benar kering dengan kain lap tanpa ada sisa kadar air sedikitpun atau dapat dikeringkan dibawah sinar matahari selama kurang 2 menit (tidak boleh lama juga karena bisa menyebabkan tekstur telur rusak). <br>3. Ambil abu jerami yang sudah dijemur sampai kering, kemudian dicampur dengan garam sedikit demi sedikit dan diaduk hingga kalis. Untuk mendapatkan hasil yang baik, adonannya didiamkan selama 1 × 24 jam dengan perbandingan abu dan garam 3:1. <br>4. Ambil telur bebek yang sudah kering, lumuri dengan adonan abu jerami hingga telur bebeknya tertutup dengan tingkat ketebalan ±0,5 cm. Perlu diingat bahwa semakin lama disimpan maka telur bebek tersebut semakin asin. <br><br>Boh Itek Jruek ini bisa ditemukan di salah satu tempat seperti di <a href='https://g.page/telur-asin-nagan-raya?share' target='_blank'>UD. Telur Asin Nagan Raya</a> di Desa Kuta Makmur, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,red,"Desa Kuta Makmur, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,12889347","96,2811984",,,,
Ikan Asin,media/naganraya/ikanasin.png,Source: Sinta Listiyana (2021),https://www.idntimes.com/food/diet/sinta-listiyana-2/kuliner-khas-nagan-raya-c1c2?page=all,"Nagan Raya merupakan produsen terbesar ikan asin yang ada di pulau Sumatera. Mengingat letaknya yang berada di kawasan pesisir pantai, tidak heran hasil nelayan sangat baik dan masyarakat menjadi ketergantungan terhadap hasil alam. Beberapa jenis ikan tangkapan nelayan setempat merupakan ikan konsumsi seperti lele, gabus, nila, bandeng, cakalang, tongkol komo, tongkol krai, tuna sirip kuning, kambing-kambing, layang, lisong, selar, sirap dan sangkir. Panganan kategori lauk ini merupakan panganan khas Suka Makmue, Nagan Raya. Memiliki rasa yang gurih membuat kuliner ini menjadi oleh-oleh khas daerah. <br><br>Ikan-ikan hasil tangkapan tersebut oleh nelayan dikeringkan secara alami dengan proses penggaraman dan bantuan sinar matahari. Setelah kering maka ikan tersebut dapat disimpan dan dijual segera. Kondisi tersebut menimbulkan permasalahan yaitu pengeringan ikan saat digantung dengan kondisi alam dan kadang membuat ikan cepat busuk karena kurangnya proses pengeringan sehingga menyebabkan nilai jual dan cita rasa ikan yang dijual menjadi jatuh. <br><br>Ikan asin ini bisa dicampurkan kedalam berbagai macam menu masakan yang dibuat. Ikan Asin ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/CXi75VNYFf4738VL6' target='_blank'>Warung Ikan Asin</a> di Desa Pulo, Kecamatan Kuala Pesisir, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,red,"Desa Pulo, Kecamatan Kuala Pesisir, Kabupaten Nagan Raya, Aceh, Indonesia.","4,06944254","96,2423916",,,,
Seunicah Oen,media/naganraya/seunicahoen.png,Source: Sinta Listiyana (2021),https://www.idntimes.com/food/diet/sinta-listiyana-2/kuliner-khas-nagan-raya-c1c2?page=all,"Seunicah Oen atau rujak daun atau sambal daun kayu merupakan hidangan khas Nagan Raya. Hidangan ini dijadikan sebagai menu wajib saat berbuka puasa dan banyak dinikmati di semua kalangan. Dalam komposisi hidangannya, Seunicah Oen ini berisi dari daun-daun sayuran serta tanaman obat yang tumbuh di hutan atau perkebunan sekitar. Untuk memberikan rasa yang lebih segar dan berkhasiat, biasanya makanan ini disajikan sebagai lauk nasi. <br><br>Adapun bahan yang di perlukan dalam jenis masakan tersebut adalah sebagai berikut, kelapa gongseng, daun tapak leman, daun pegaga, daun krang asel, daun kunyit, daun jeruk perut, batang sere, satu ons kelapa gongseng, buah belimbing, daun jambu rel, dan daun-daunan lainnya. <br>Dengan menggunakan bumbu iris sebagai berikut, bawang merah, bawang putih, cabe rawit, garam dan gula. <br><br>Adapun cara membuatnya adalah sebagai berikut: <br>1. Semua bahan daun-daunan yang telah dikumpulkan lalu dicuci terlebih dahulu hingga bersih. Kemudian dirajang hingga halus <br>2. Iris semua bumbu, campur dengan kelapa gongseng dan diaduk sampai rata. <br>3. Aduk rujak daun diatas cobek besar. Sajikan. <br><br> Seunicah Oen ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/Vjs4eJcNaagKK2AT6' target='_blank'>Pasar Jeuram</a> di Desa Jeuram, Kecamatan Seunagan, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Jeuram, Kecamatan Seunagan, Kabupaten Nagan Raya, Aceh, Indonesia.","4,23284533","96,3071208",,,,
Bungong Kayee,media/naganraya/bungongkaye.png,Source: Odi (2014),https://food.detik.com/info-kuliner/d-2787909/bungong-kayee-renyah-legit-berlapis-gula,"Bungong Kayee atau bunga kayu merupakan kue tradisional yang banyak ditemui di wilayah pantai barat Aceh, salah satunya Nagan Raya. Bentuknya seperti bunga ataupun daun, berwarna dominan putih dengan sebagian kelopak diberi sedikit warna hijau dan merah. Peunajohkhas ini memiliki tekstur keras dan rasa yang sangat manis. Kue berlapis gula ini umumnya dijadikan hantaran atau bawaan saat berkunjung. Seperti prosesi pernikahan, acara keluarga, kegiatan adat, hingga kematian. <br><br>Adapun bahan yang perlu disiapkan adalah, gula, telur, tepung ketan atau tepung beras, vanili, pewarna makanan dan minyak goreng. <br><br>Proses pembuatannya adalah: <br>1.Gula dan telur dikocok sampai kembang. Lalu masukkan tepung dan vanili, aduk hingga adonan kalis. <br>2. Adonan dipisah menjadi dua, yang setengahnya diberi warna merah, kuning atau hijau, sementara setengahnya lagi tak diberi warna. <br>3. Adonan kemudian digiling tipis dengan tangan kemudian dibentuk seperti kelopak bunga, ada yang besar dan ada yang kecil. Kemudian digoreng dalam minyak yang banyak dan tak terlalu panas. <br>4. Kue diaduk-aduk hingga mengembang perlahan, tiriskan. Oleskan di beberapa bagian lekukan kue dengan pewarna makanan, kemudian kue digoreng kembali hingga kering, tiriskan dan dinginkan. <br>5. Untuk melapisi kue, campuran air dan gula dimasak dalam wajan sampai agak mengental. Kue yang sudah ditiriskan lalu dicelup dalam larutan gula dan diangkat dan didiamkan hingga kering. <br><br> Bungong Kayee ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ki6vUVniZBbv5LVf8' target='_blank'>Toko Bungong Jaroe</a> di Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,11907092","96,2933604",,,,
Leungok Breuh,media/naganraya/breuh.png,Source: Wulan (2017),https://budaya-indonesia.org/Leugok,"Leungok Breuh atau lepat hitam merupakan makanan tradisional yang terbuat dari pisang wak khas Nagan Raya. Makanan ini diperkirakan sudah ada sejak kesultanan Aceh Darussalam dan menjadi bekal bagi pejuang Aceh karena makanan ini tahan lama dan praktis. Umumnya, makanan ini selalu dibawa petani untuk menjadi bekal ketika bekerja di ladang, sawah ataupun kebun. Memiliki rasa yang sedikit keasin-asinan dan sedikit manis membuat leungok kini sangat dekat dengan kehidupan orang Aceh khususnya di pedesaan. <br><br>Adapun bahan yang perlu disiapkan adalah, 1 sisir pisang wak (buang bijinya), 200 gr tepung beras, 4 sdm gula pasir, ½ garam, kelapa parut (putihnya saja) dan daun pisang secukupnya. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Siapkan wadah ukuran sedang. Hancurkan pisang hingga halus dan buang bijinya. <br>2. Tambahkan tepung beras, garam dan gula. Aduk hingga tercampur rata. <br>3. Siapkan daun pisang. Bungkus sampai adonan dan dibentuk seperti timphan namun dengan ukuran yang lebih besar. <br>4. Kukus selama 40 menit. Setelah masak diamkan sampai agak hangat. <br>5. Sajikan dengan taburan kelapa parut dan gula pasir. <br><br>Leungok Breuh ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ki6vUVniZBbv5LVf8' target='_blank'>Toko Bungong Jaroe</a> di Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,11907092","96,2933604",,,,
Leungok Sage,media/naganraya/sage.png,Source: Karang Taruna Kabupaten Simeulue,https://fpktsimeulue.wordpress.com/makanan-khas-daerah/,"Leungok Sage atau lepat sagu merupakan peunajoh tradisional yang cara pengolahannya sama seperti Leungok breuh. Namun, leungok sage tidak menggunakan tepung beras, melainkan menggunakan sagu sebagai bahan utamanya. Makanan ini juga diperkirakan sudah ada sejak kesultanan Aceh Darussalam dan menjadi bekal bagi pejuang Aceh karena makanan ini tahan lama dan praktis. Umumnya, makanan ini selalu dibawa petani untuk menjadi bekal ketika bekerja di ladang, sawah ataupun kebun. Memiliki rasa yang sedikit keasin-asinan dan sedikit manis membuat leungok kini sangat dekat dengan kehidupan orang Aceh khususnya di pedesaan. <br><br>Adapun bahan yang perlu disiapkan adalah, 1 sisir pisang wak (buang bijinya), 200 gr sagu, 4 sdm gula pasir, ½ garam, kelapa parut (putihnya saja) dan daun pisang secukupnya. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Siapkan wadah ukuran sedang. Hancurkan pisang hingga halus dan buang bijinya. <br>2. Tambahkan sagu, garam dan gula. Aduk hingga tercampur rata. <br>3. Siapkan daun pisang. Bungkus sampai adonan dan dibentuk seperti timphan namun dengan ukuran yang lebih besar. <br>4. Kukus selama 40 menit. Setelah masak diamkan sampai agak hangat. <br>5. Sajikan dengan taburan kelapa parut dan gula pasir. <br><br>Leungok Sage ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ki6vUVniZBbv5LVf8' target='_blank'>Toko Bungong Jaroe</a> di Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,11907092","96,2933604",,,,
Karah Raya,media/naganraya/karahraya.png,Source: Cookped (2021),https://cookpad.com/id/resep/15353401-keukarah?ref=search&search_term=Keukarah,"Karah Rayah atau Kekarah merupakan kue tradisional yang banyak ditemui di wilayah pantai barat Aceh, salah satunya Nagan Raya. Karah rayah ini memiliki tekstur menyerupai sarang burung dengan berbagai macam bentuk unik seperti bulan sabit, bundar, lemping, segi tiga dan sebagainya. Memiliki cita rasa yang manis dan renyah, membuat Karah rayah ini populer baik dihidangkan dalam acara adat, perkawinan, 40 hari kematian maupun di hari raya dengan ukuran yang lebih besar dari biasanya. <br><br>Adapun bahan yang perlu disiapkan adalah,300 gram beras, 500 gram gula pasir, 500 ml air dan 1 lt minyak goreng. <br><br>Teknik pembuatannya menggunakan cetakan dari tempurung kelapa yang sudah dilubangi kecil-kecil. Adapun cara pengolahannya adalah sebagai berikut: <br>1. Siapkan wadah bersih, masukan gula dan tepung beras ke dalam wadah tersebut dan tambahkan air sedikit demi sedikit lalu aduk hingga adonan merata dan mengental. <br>2. Siapkan wajan yang berisi minyak goreng, lalu panaskan. <br>3. Masukan adonan ke dalam cetakan kue karah lalu putar cetakan adonan kue karah melingkari wajan setebal ½ cm yang telah berisi minyak panas. <br>4. Begitu adonan jatuh kedalam minyak, segera bentuk kue karah sesuai selera menggunakan sepasang sudip kayu. <br>5. Goreng hingga matang, kemudian angkat dan tiriskan. <br><br>Karah Rayah ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ki6vUVniZBbv5LVf8' target='_blank'>Toko Bungong Jaroe</a> di Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,11907092","96,2933604",,,,
Kueh Seupet,media/naganraya/kueseupet.png,Source: Cookped (2020),https://cookpad.com/id/resep/13755235-kue-semprong?ref=search&search_term=Kue%20Semprong,"Kueh Seupet atau kue semprong merupakan kudapan tradisional yang hanya disajikan di hari-hari tertentu, seperti Idul Fitri dan Idul Adha. Kue ini diolah dalam bentuk kue kering, karena saat dipanggang kue ini harus cepat dicetak dengan cara di jeupet (dilipat atau ditekan) agar hasilnya sempurna serta menarik. <br><br>Kue ini terbuat dari tepung beras yang halus, gula, garam, telur dan santan kental. Semua bahan dicampur sampai rata hingga tidak ada lagi butiran gula pada adonan. Kemudian adonan ini dimasukan kedalam loyang yang terbuat dari besi yang berbentuk jepitan lalu dibakar diatas kayu setelah dimasak dilipat seperti segi tiga dan siap disusun dalam toples. <br><br>Kueh Seupet ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/ki6vUVniZBbv5LVf8' target='_blank'>Toko Bungong Jaroe</a> di Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.",16,Plain,purple,"Desa Simpang Peut, Kecamatan Kuala, Kabupaten Nagan Raya, Aceh, Indonesia.","4,11907092","96,2933604",,,,
Aceh Jaya,,,,"Sama seperti Kabupaten Nagan Raya, Kabupaten Aceh Jaya merupakan pemekaran dari Kabupaten Aceh Barat yang dibentuk tahun 2002. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kabupaten Aceh Jaya.",10,Hidden,,Aceh Jaya,"4,87659993","95,6468938",,,,
Mie Aceh Lobster,media/acehjaya/mieacehlobster.png,Screenshot of linked Google Maps.,https://goo.gl/maps/531VEL1ZpnFZQU5X9,"Salah satu warung di Ujong Rigaih, Aceh Jaya, menyajikan berbagai menu yang bisa menggoda selera para pengunjung yang melintas di jalur Pantai Barat Aceh. Tak hanya itu, di tempat ini juga tersedia Mi Aceh Lobster. Lobster ini didapat dari nelayan laut Aceh Jaya dan sekitarnya, lalu diantar ke pedagang setiap harinya. Maka wajar saja jika selalu tersedia lobster segar di kedai ini. Lobster yang ditawarkan tidaklah terlalu kecil, namun penyajiannya dilakukan tanpa alat penjepit yang membuat pengunjung bergelut dengan bagian-perbagian. <br><br>Adapun bahan yang digunakan untuk membuat Mi Aceh Lobster ini adalah, mi kuning, lobster, jeruk nipis, bawang putih, cabe merah, jahe, kemiri, kunyit, merica bubuk, jintan, ketumbar, kapulaga, kol, tauge, daun seledri, daun bawang, tomat, kecap manis, garam, penyedap rasa dan air secukupnya. <br><br>Berikut langkah dalam pembuatannya: <br>1. Cuci bersih lobster lalu tiriskan. <br>2. Cuci bersih kol, tauge, daun seledri dan daun bawang, tiriskan lalu iris kol, daun seledri dan daun bawang di tempat terpisah. <br>3. Haluskan bawang putih, cabe merah, jahe, kemiri, kunyit, merica bubuk, jintan, ketumbar dan kapulaga. <br>4. Tumis bumbu halus hingga harum, lalu masukkan tauge, irisan tomat, kol, daun seledri dan daun bawang, aduk sampai tercampur rata dan agak layu. <br>5. Masukkan lobster dan tambahkan air secukupnya, tunggu hingga mendidih lalu masukkan mi kuning, beri garam dan penyedap rasa secukupnya. <br>6. Masak hingga lobster matang dan sudah berubah warna jadi kemerahan. <br>7. Sajikan dengan potongan jeruk nipis, kerupuk, acar bawang dan hiasan timun sebagai penetral rasanya. <br><br>Mie Aceh Lobster ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/2hixp7HRWtkmPHeaA' target='_blank'>Warung Mie Lobster Rigaih</a> di Jl. Banda Aceh - Calang, Gampong Baro, Kecamatan Setia Bakti, Kabupaten Aceh Jaya, Aceh, Indonesia.",16,Plain,red,"Jl. Banda Aceh - Calang, Gampong Baro, Kecamatan Setia Bakti, Kabupaten Aceh Jaya, Aceh, Indonesia.","4,66555631","95,5585125",,,,
Gulee Bak Empeuk Teupelemak,media/acehjaya/guleteupeleumak.png,Source: Kreasi Makan (2022),https://kreasimasakan.com/gulai/14072296-gulai-keladi-talas-ikan-asin.html,"Gulee Bak Empeuk Teupelemak atau gulai talas merupakan makanan khas Nagan Raya. Kuliner ini disajikan sebagai menu sehari-hari maupun pada acara tertentu seperti kenduri tujuh bulanan, kenduri orang meninggal dan sebagainya. Gulai istimewa ini memiliki tekstur yang lunak dan licin, sehingga gulai ini dihidangkan sebagai sayur pelengkap di acara-acara adat tersebut. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 2 batang keladi, ikan asin secukupnya, ¼ kg santan kental, 4 sdm cabe merah dihaluskan, air dan garam secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 1½ jari lengkuas, 1 jari kunyit, ½ jari jahe, 3 buah kemiri, 5 siung bawang putih, 7 siung bawang merah, 2 buah serai, 3 lembar daun salam dan daun jeruk. <br><br>Adapun cara pengolahan gulee bak empeuk teupelemak adalah sebagai berikut: <br>1. Bersihkan batang keladi, potong-potong. Cuci bersih dan tiriskan. <br>2. Rendam talas yang sudah bersih dengan air garam selama 15 menit, saring. <br>3. Goreng hingga rapuh ikan asin, dinginkan. <br>4. Haluskan semua bahan bumbu halus. Tumis hingga harum, lalu masukkan batang keladi, aduk hingga ½ matang atau sampai batang keladi menciut. <br>5. Masukkan air sedikit. Kemudian masukkan cabe merah yang sudah dihaluskan sebelumnya. Aduk rata. <br>6. Masukkan ikan asin dan garam. Koreksi rasa. Masak hingga matang. Sajikan. <br><br>Gulee Bak Empeuk Teupelemak ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/jmTrTb1Pg8W81oCq6' target='_blank'>Rumah Makan Jasa Ibunda</a> di Desa Bahagia, Kecamatan Krueng Sabee, Kabupaten Aceh Jaya, Aceh, Indonesia.",16,Plain,red,"Desa Bahagia, Kecamatan Krueng Sabee, Kabupaten Aceh Jaya, Aceh, Indonesia.","4,63447573","95,5824254",,,,
Gulee Kreung Bak Kala,media/acehjaya/kreungkala.png,Source: Millie Hawkins (2021),https://reseppalingdicari.netlify.app/255-resep-gulai-kerang-remis-kijing-masak-rebung-dan-sayur-katu-yang-lezat/,"Gulee Kreung Bak Kala atau gulai kerang merupakan makanan khas Aceh Jaya. Kuliner sangat unik, pasalnya gulai ini dimasak dengan rebung dan kecombrang, dimana kedua bahan tersebut masing-masing memiliki cita rasa yang khas. Cara pengolahan kuliner ini terbilang susah-susah gampang, karena kalau pengolahannya maka hasilnya akan hambar dan justru cenderung tidak enak. Kuliner ini sangat berpengaruh terhadap banyak hal, seperti terhadap kualitas rasa dari gulai kerang, dari jenis bahan, kemudian pemilihan bahan segar sampai cara membuat dan menghidangkannya. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 1 ember kecil kerang, 1 kg rebung, 5 biji cabe keriting merah, 7 siung bawang merah, 5 siung bawang putih, 2 biji kemiri, 1 lembar daun kunyit, 2 batang serai, 1 asam kandis, ½ ruas jahe, 1-2 kecombrang, air dan santan. <br><br>Adapun cara membuatnya adalah sebagai berikut: <br>1. Cuci bersih rebung, masak hingga 15 menit dengan campuran daun jeruk nipis, setelah itu tiriskan. <br>2. Haluskan bawang merah, bawang putih, kemiri, dan jahe. Selanjutnya iris cabe secara terpisah, sisihkan. <br>3. Panaskan minyak, masak bumbu halus hingga wangi. Masukkan rebung yang telah direbus. Aduk hingga layu. <br>4. Masukkan asam kandis dan air, masak hingga 5 menit. Kemudian masukkan serai, kecombrang yang telah digeprek, dan selembar daun kunyit. <br>5. Masukkan kerang, aduk rata. Setelah itu, masukkan santan, aduk hingga mendidih. Kemudian masukkan irisan cabe merah, penyedap rasa dan lada, aduk rata dan siap disajikan. <br><br>Gulee Kreung Bak Kala ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/n15Cni85kUvpQVJS6' target='_blank'>Cafe & Resto Ampoen Cuet</a> di Desa Lhok Geulumpang, Kecamatan Setia Bhakti, Kabupaten Aceh Jaya, Aceh, Indonesia.",16,Plain,red,"Desa Lhok Geulumpang, Kecamatan Setia Bhakti, Kabupaten Aceh Jaya, Aceh, Indonesia.","4,72503725","95,5091437",,,,
